example_id                                              | status | run_time        |
./spec/forms/healthcare/physical_spec.rb[1:2:3:1]       | passed | 0.00392 seconds |
./spec/forms/healthcare/physical_spec.rb[1:3:1]         | passed | 0.00284 seconds |
./spec/forms/healthcare/social_spec.rb[1:1:1:1]         | passed | 0.00088 seconds |
./spec/forms/healthcare/social_spec.rb[1:1:2:1]         | passed | 0.00099 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:1:1]         | passed | 0.00097 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:1:2]         | passed | 0.00108 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:2]           | passed | 0.00375 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:3:1]         | passed | 0.00394 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:4]           | passed | 0.00418 seconds |
./spec/forms/healthcare/social_spec.rb[1:2:5:1]         | passed | 0.00386 seconds |
./spec/forms/healthcare/social_spec.rb[1:3:1]           | passed | 0.00501 seconds |
./spec/forms/healthcare/transport_spec.rb[1:1:1:1]      | passed | 0.00118 seconds |
./spec/forms/healthcare/transport_spec.rb[1:2:1:1]      | passed | 0.00096 seconds |
./spec/forms/healthcare/transport_spec.rb[1:2:2]        | passed | 0.00381 seconds |
./spec/forms/healthcare/transport_spec.rb[1:2:3:1]      | passed | 0.00382 seconds |
./spec/forms/healthcare/transport_spec.rb[1:3:1]        | passed | 0.0043 seconds  |
./spec/forms/move_destination_spec.rb[1:1:1:1]          | passed | 0.00093 seconds |
./spec/forms/move_destination_spec.rb[1:2:1:1]          | passed | 0.00101 seconds |
./spec/forms/move_destination_spec.rb[1:2:1:2]          | passed | 0.00116 seconds |
./spec/forms/move_destination_spec.rb[1:2:1:3]          | passed | 0.001 seconds   |
./spec/forms/move_destination_spec.rb[1:2:2]            | passed | 0.00207 seconds |
./spec/forms/move_destination_spec.rb[1:2:3]            | passed | 0.00437 seconds |
./spec/forms/move_destination_spec.rb[1:2:4]            | passed | 0.00571 seconds |
./spec/forms/move_destination_spec.rb[1:3:1]            | passed | 0.0042 seconds  |
./spec/forms/move_information_spec.rb[1:1:1:1]          | passed | 0.00125 seconds |
./spec/forms/move_information_spec.rb[1:1:2:1]          | passed | 0.00162 seconds |
./spec/forms/move_information_spec.rb[1:2:1:1]          | passed | 0.00167 seconds |
./spec/forms/move_information_spec.rb[1:2:1:2]          | passed | 0.00127 seconds |
./spec/forms/move_information_spec.rb[1:2:1:3]          | passed | 0.00126 seconds |
./spec/forms/move_information_spec.rb[1:2:2]            | passed | 0.00551 seconds |
./spec/forms/move_information_spec.rb[1:2:3]            | passed | 0.01239 seconds |
./spec/forms/move_information_spec.rb[1:2:4]            | passed | 0.0084 seconds  |
./spec/forms/move_information_spec.rb[1:2:5:1]          | passed | 0.00526 seconds |
./spec/forms/move_information_spec.rb[1:2:6:1:1]        | passed | 0.0042 seconds  |
./spec/forms/move_information_spec.rb[1:2:6:2:1]        | passed | 0.00545 seconds |
./spec/forms/move_information_spec.rb[1:2:6:2:2]        | passed | 0.00541 seconds |
./spec/forms/move_information_spec.rb[1:3:1]            | passed | 0.00374 seconds |
./spec/forms/move_information_spec.rb[1:4:1]            | passed | 0.0089 seconds  |
./spec/forms/move_information_spec.rb[1:4:2]            | passed | 0.00829 seconds |
./spec/forms/move_information_spec.rb[1:4:3:1]          | passed | 0.00566 seconds |
./spec/forms/move_information_spec.rb[1:4:3:2:1]        | passed | 0.00898 seconds |
./spec/forms/move_information_spec.rb[1:5:1:1]          | passed | 0.00311 seconds |
./spec/forms/move_information_spec.rb[1:5:2:1]          | passed | 0.00145 seconds |
./spec/forms/move_information_spec.rb[1:6:1]            | passed | 0.00148 seconds |
./spec/forms/search_spec.rb[1:1:1:1]                    | passed | 0.0042 seconds  |
./spec/forms/search_spec.rb[1:1:1:2]                    | passed | 0.00286 seconds |
./spec/forms/search_spec.rb[1:2:1]                      | passed | 0.00147 seconds |
./spec/forms/search_spec.rb[1:2:2]                      | passed | 0.0018 seconds  |
./spec/forms/search_spec.rb[1:3:1:1:1]                  | passed | 0.00716 seconds |
./spec/forms/search_spec.rb[1:3:1:2:1]                  | passed | 0.00316 seconds |
./spec/forms/search_spec.rb[1:3:2:1]                    | passed | 0.00294 seconds |
./spec/forms/search_spec.rb[1:4:1]                      | passed | 0.00258 seconds |
./spec/forms/search_spec.rb[1:5:1:1]                    | passed | 0.00113 seconds |
./spec/forms/search_spec.rb[1:5:2:1]                    | passed | 0.00088 seconds |
./spec/forms/search_spec.rb[1:5:3:1]                    | passed | 0.00082 seconds |
./spec/models/destination_spec.rb[1:1]                  | passed | 0.00108 seconds |
./spec/models/detainee_spec.rb[1:1]                     | passed | 0.00119 seconds |
./spec/models/escort_spec.rb[1:1]                       | passed | 0.00079 seconds |
./spec/models/escort_spec.rb[1:2]                       | passed | 0.00097 seconds |
./spec/models/escort_spec.rb[1:3]                       | passed | 0.00087 seconds |
./spec/models/escort_spec.rb[1:4:1:1]                   | passed | 0.00679 seconds |
./spec/models/escort_spec.rb[1:4:2:1]                   | passed | 0.00187 seconds |
./spec/models/escort_spec.rb[1:5:1:1:1]                 | passed | 0.00254 seconds |
./spec/models/healthcare_spec.rb[1:1]                   | passed | 0.00095 seconds |
./spec/models/healthcare_spec.rb[1:2]                   | passed | 0.00085 seconds |
./spec/models/medication_spec.rb[1:1]                   | passed | 0.00091 seconds |
./spec/models/move_spec.rb[1:1]                         | passed | 0.00084 seconds |
./spec/models/move_spec.rb[1:2]                         | passed | 0.00097 seconds |
./spec/services/date_converter_spec.rb[1:1:1:1]         | passed | 0.00085 seconds |
./spec/services/date_converter_spec.rb[1:1:2:1]         | passed | 0.00082 seconds |
./spec/services/date_converter_spec.rb[1:1:3:1]         | passed | 0.00082 seconds |
./spec/services/date_converter_spec.rb[1:1:4:1]         | passed | 0.00098 seconds |
